playerDisplayName,playerFirstName,playerLastName,playerPrimaryPosition,sessionTitle,sessionType,sessionDayOfWeek,sessionWeekNo,sessionEndTime,sessionStartTime,sessionDate,drillTitle,drillStartTime,drillEndTime,drillDate,totalTime,distanceTotal,distancePerMin,highSpeedRunningAbs,hsrAbsPerMin,maxSpeed,playerMaxSpeed,accelerationsAbs,accelImpulseTotal,accelsPerMinAbs,maxAcceleration,playerMaxAccel,decelerationsAbs,decelsPerMinAbs,decelsPerMinRel,maxDeceleration,playerMaxDecel,hmld,effortsNumber,hmldPerMin,dynamicLoadAnt,dynamicLoadLat,dynamicLoadVert,hrexertion,hrLoad,maxHeartrate,stepBalance,DrillTitle_Clean,Period15,Half,GameKey,DrillOrder,Home_Team_CLEAN,Away_Team_CLEAN,sessionDate_clean,DateKey,Home_Team_STD,Away_Team_STD,sessionTitle_STD
71  Konrad,Michalac,Konrad,Winger,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,45-60,11:02:37PM,11:18:00PM,11/2/2025,15.38,1230.15,79.96,9.28,0.6,23,36.28,7,72.78,0.45,5.71,4.5,2,0.13,0.13,5.11,4.33,137.45,21,8.93,5.13,5.62,11.15,4.5,0,80,0.06,45-60,45-60,Second Half,20250211|AEK|PANETOLIKOS,4,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
71  Konrad,Michalac,Konrad,Winger,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,60-75,11:18:01PM,11:31:15PM,11/2/2025,13.23,1398.67,105.76,59.78,4.52,25.21,36.28,13,91.61,0.98,4.78,4.5,16,1.21,1.21,5.07,4.33,247.09,31,18.68,6.33,6.96,13.92,3.87,0,80,0.05,60-75,60-75,Second Half,20250211|AEK|PANETOLIKOS,5,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
28 Kojic,Lazar,Kojic,Defensive Midfielder,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,Entire Session,9:57:28PM,11:59:00PM,11/2/2025,121.52,10540.85,86.74,260.25,2.14,26.55,32.92,60,77.99,0.49,6.6,4,90,0.74,0.74,7.01,4,1765.65,212,14.53,45.74,44.28,109.98,411.52,431.94,196,-0.03,Entire Session,,,20250211|AEK|PANETOLIKOS,,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
28 Kojic,Lazar,Kojic,Defensive Midfielder,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,1st Half ,9:59:02PM,10:49:15PM,11/2/2025,50.22,5996.69,119.41,130.7,2.6,26.55,32.92,29,96.63,0.58,4.91,4,55,1.1,1.1,6.55,4,1161.42,143,23.13,25.79,24.8,63.53,223.93,213.7,196,-0.03,1st Half,,,20250211|AEK|PANETOLIKOS,,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
28 Kojic,Lazar,Kojic,Defensive Midfielder,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,15-Jan,9:59:02PM,10:15:02PM,11/2/2025,16,1962.59,122.7,54.26,3.39,26.55,32.92,9,99.74,0.56,4.45,4,18,1.13,1.13,5.22,4,389.62,48,24.36,8.98,8.6,21.56,92.05,75.26,196,-0.02,0-15,0-15,First Half,20250211|AEK|PANETOLIKOS,1,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
28 Kojic,Lazar,Kojic,Defensive Midfielder,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,15-30,10:15:02PM,10:30:25PM,11/2/2025,15.39,1796.2,116.75,35.68,2.32,24.11,32.92,8,96.53,0.52,4.42,4,18,1.17,1.17,6.55,4,364.48,51,23.69,7.78,7.35,18.7,59.34,62.06,187,-0.02,15-30,15-30,First Half,20250211|AEK|PANETOLIKOS,2,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
28 Kojic,Lazar,Kojic,Defensive Midfielder,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,30-45,10:30:25PM,10:45:40PM,11/2/2025,15.25,1920.7,125.93,40.76,2.67,22.67,32.92,11,97.97,0.72,4.91,4,15,0.98,0.98,5.02,4,367.75,39,24.11,7.91,7.82,20.6,59.23,62.14,191,-0.06,30-45,30-45,First Half,20250211|AEK|PANETOLIKOS,3,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
28 Kojic,Lazar,Kojic,Defensive Midfielder,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,1st Half ET,10:45:40PM,10:49:15PM,11/2/2025,3.59,317.66,88.61,0,0,18.69,32.92,1,77.61,0.28,3.73,4,4,1.12,1.12,5.71,4,39.99,5,11.16,1.12,1.04,2.67,13.33,14.25,181,-0.02,1st Half ET,ET,ET,20250211|AEK|PANETOLIKOS,7,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
28 Kojic,Lazar,Kojic,Defensive Midfielder,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,2nd half,11:02:32PM,11:57:49PM,11/2/2025,55.28,4449.77,80.49,129.55,2.34,24.64,32.92,28,81.32,0.51,4.64,4,35,0.63,0.63,7.01,4,603.34,69,10.91,19.25,18.66,45.25,172.89,194.07,183,-0.02,2nd Half,,,20250211|AEK|PANETOLIKOS,,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
28 Kojic,Lazar,Kojic,Defensive Midfielder,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,45-60,11:02:37PM,11:18:00PM,11/2/2025,15.38,1344.92,87.42,52.57,3.42,24.64,32.92,7,81.2,0.45,4.64,4,12,0.78,0.78,7.01,4,245.1,24,15.93,5.97,5.93,13.74,45.79,51.56,181,-0.01,45-60,45-60,Second Half,20250211|AEK|PANETOLIKOS,4,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
28 Kojic,Lazar,Kojic,Defensive Midfielder,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,60-75,11:18:01PM,11:33:10PM,11/2/2025,15.15,1269.63,83.81,25.14,1.66,22.97,32.92,13,92.43,0.86,4.18,4,16,1.06,1.06,5.65,4,149.3,20,9.86,5.76,5.44,13.96,56.9,60.09,182,-0.03,60-75,60-75,Second Half,20250211|AEK|PANETOLIKOS,5,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
28 Kojic,Lazar,Kojic,Defensive Midfielder,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,75-90,11:33:10PM,11:48:40PM,11/2/2025,15.51,1093.04,70.49,19.06,1.23,22.09,32.92,5,75.67,0.32,4.01,4,6,0.39,0.39,5.1,4,110.01,14,7.09,4.8,4.73,11.09,44.37,51.37,183,-0.02,75-90,75-90,Second Half,20250211|AEK|PANETOLIKOS,6,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
28 Kojic,Lazar,Kojic,Defensive Midfielder,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,2nd Half ET,11:48:59PM,11:57:47PM,11/2/2025,8.8,713.16,81.03,32.78,3.72,24.58,32.92,3,74.02,0.34,3.42,4,1,0.11,0.11,3.5,4,98.94,11,11.24,2.65,2.5,6.31,24.06,29.33,176,-0.04,2nd Half ET,ET,ET,20250211|AEK|PANETOLIKOS,7,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
11 Nkololo,Beni,Nkololo,Winger,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,Entire Session,9:57:00PM,11:59:00PM,11/2/2025,121.99,9703.75,79.54,566.46,4.64,31.18,36,85,72.45,0.7,6.62,4,87,0.71,0.71,6.23,4,1850.03,207,15.17,44.25,43.45,71.74,176.26,246.63,183,0.03,Entire Session,,,20250211|AEK|PANETOLIKOS,,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
11 Nkololo,Beni,Nkololo,Winger,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,1st Half ,9:59:02PM,10:49:15PM,11/2/2025,50.22,5373.97,107.01,306.85,6.11,29.02,36,55,93.05,1.1,6.62,4,55,1.1,1.1,6.23,4,1067.31,123,21.25,24.23,23.82,39.44,110.74,150.26,183,0.04,1st Half,,,20250211|AEK|PANETOLIKOS,,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
11 Nkololo,Beni,Nkololo,Winger,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,15-Jan,9:59:02PM,10:15:02PM,11/2/2025,16,1797.15,112.36,143.65,8.98,29.02,36,18,99.2,1.13,4.68,4,11,0.69,0.69,5.53,4,368.48,37,23.04,7.81,7.54,12.96,39.57,52.4,183,0.06,0-15,0-15,First Half,20250211|AEK|PANETOLIKOS,1,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
11 Nkololo,Beni,Nkololo,Winger,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,15-30,10:15:02PM,10:30:25PM,11/2/2025,15.39,1577.15,102.51,76.58,4.98,26.81,36,19,89.59,1.23,6.62,4,21,1.36,1.36,5.86,4,317.52,38,20.64,7.41,7.38,12.07,39.62,50.98,183,0.01,15-30,15-30,First Half,20250211|AEK|PANETOLIKOS,2,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
11 Nkololo,Beni,Nkololo,Winger,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,30-45,10:30:25PM,10:45:40PM,11/2/2025,15.25,1700.28,111.48,59.06,3.87,26.25,36,18,93.1,1.18,4.82,4,22,1.44,1.44,6.23,4,348.84,46,22.87,7.7,7.68,12.26,27.87,40.78,182,0.04,30-45,30-45,First Half,20250211|AEK|PANETOLIKOS,3,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
11 Nkololo,Beni,Nkololo,Winger,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,1st Half ET,10:45:40PM,10:49:15PM,11/2/2025,3.59,299.61,83.57,27.56,7.69,25.78,36,0,80.2,0,2.72,4,1,0.28,0.28,3.83,4,32.48,2,9.06,1.3,1.22,2.16,3.69,6.1,160,0,1st Half ET,ET,ET,20250211|AEK|PANETOLIKOS,7,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
11 Nkololo,Beni,Nkololo,Winger,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,2nd half,11:02:32PM,11:44:28PM,11/2/2025,41.94,3906.72,93.15,243.55,5.81,31.18,36,28,86.27,0.67,5.32,4,27,0.64,0.64,6.1,4,724.81,79,17.28,16.83,16.38,27.51,49.11,79.09,169,0.02,2nd Half,,,20250211|AEK|PANETOLIKOS,,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
11 Nkololo,Beni,Nkololo,Winger,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,45-60,11:02:37PM,11:18:00PM,11/2/2025,15.38,1456.44,94.67,73.61,4.78,25.07,36,13,85.78,0.84,5.32,4,15,0.97,0.97,6.1,4,275.66,33,17.92,6.41,6.24,10.59,19.23,29.52,169,-0.01,45-60,45-60,Second Half,20250211|AEK|PANETOLIKOS,4,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
11 Nkololo,Beni,Nkololo,Winger,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,60-75,11:18:01PM,11:33:10PM,11/2/2025,15.15,1480.39,97.73,116.64,7.7,30.87,36,9,89.1,0.59,4.91,4,6,0.4,0.4,5.82,4,269.13,27,17.77,6.25,6.03,10.04,18.39,30.62,167,0.01,60-75,60-75,Second Half,20250211|AEK|PANETOLIKOS,5,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
11 Nkololo,Beni,Nkololo,Winger,AEK  - Panetolikos,Match Day,Sunday,44,11:59:00PM,9:57:00PM,11/2/2025,75-90,11:33:10PM,11:44:21PM,11/2/2025,11.18,946.19,84.63,53.3,4.77,31.18,36,6,83.45,0.54,4.2,4,6,0.54,0.54,6.01,4,180.02,19,16.1,4.07,4.03,6.71,11.33,18.72,157,0.06,75-90,75-90,Second Half,20250211|AEK|PANETOLIKOS,6,AEK,PANETOLIKOS,2/11/2025,20250211,AEK,PANETOLIKOS,AEK - PANETOLIKOS
77 Nikolaou,Vangelis,Nikolaou,Defensive Midfielder,Panetolikos - Larissa,Match Day,Saturday,45,8:24:25PM,7:33:28PM,11/8/2025,Entire Session,7:46:38PM,8:00:52PM,11/8/2025,14.22,1018.62,71.62,136.19,9.58,26.14,33.76,11,60.27,0.77,4.89,6.24,13,0.91,0.91,6.31,8.21,276.17,21,19.42,4.88,4.89,8.83,19.92,27.05,181,-0.03,Entire Session,,,20250811|PANETOLIKOS|LARISSA,,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
14 Alexic,Kosta ,Alexic,Striker,Panetolikos - Larissa,Match Day,Saturday,45,8:24:25PM,7:33:28PM,11/8/2025,Entire Session,7:33:28PM,8:24:25PM,11/8/2025,50.95,2810.44,55.16,115.38,2.26,25.58,31.1,12,50.93,0.24,5.08,5.34,15,0.29,0.29,7.39,7.85,384.37,46,7.54,9.23,9.34,18.21,100.26,94.38,194,0.05,Entire Session,,,20250811|PANETOLIKOS|LARISSA,,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
14 Alexic,Kosta ,Alexic,Striker,Panetolikos - Larissa,Match Day,Saturday,45,8:24:25PM,7:33:28PM,11/8/2025,2nd half,7:35:00PM,7:50:21PM,11/8/2025,15.36,1568.97,102.18,75,4.88,25.58,31.1,10,75.77,0.65,5.08,5.34,15,0.98,0.98,7.39,7.85,321.51,40,20.94,5.75,5.47,12.29,59.7,45.08,194,0.05,2nd Half,,,20250811|PANETOLIKOS|LARISSA,,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
14 Alexic,Kosta ,Alexic,Striker,Panetolikos - Larissa,Match Day,Saturday,45,8:24:25PM,7:33:28PM,11/8/2025,75-90,7:36:54PM,7:49:32PM,11/8/2025,12.63,1459.16,115.55,75,5.94,25.58,31.1,10,82.9,0.79,5.08,5.34,14,1.11,1.11,7.39,7.85,309.25,38,24.49,5.44,5.18,11.7,53.15,40.79,194,0.04,75-90,75-90,Second Half,20250811|PANETOLIKOS|LARISSA,6,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
28 Kojic,Lazar,Kojic,Defensive Midfielder,Panetolikos - Larissa,Match Day,Saturday,45,8:24:25PM,7:33:28PM,11/8/2025,Entire Session,7:41:38PM,8:00:12PM,11/8/2025,18.56,1748.78,94.21,210.1,11.32,33.7,32.92,8,71.08,0.43,7.42,4,17,0.92,0.92,6.45,4,382.35,35,20.6,6.76,7.12,16.1,70.84,67.57,191,-0.04,Entire Session,,,20250811|PANETOLIKOS|LARISSA,,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
28 Kojic,Lazar,Kojic,Defensive Midfielder,Panetolikos - Larissa,Match Day,Saturday,45,8:24:25PM,7:33:28PM,11/8/2025,2nd half,7:41:38PM,7:50:21PM,11/8/2025,8.71,1081.28,124.17,101.24,11.63,31.43,32.92,4,90.42,0.46,3.31,4,12,1.38,1.38,6.45,4,257.5,24,29.57,4.3,4.55,10.88,44.14,38.51,191,-0.02,2nd Half,,,20250811|PANETOLIKOS|LARISSA,,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
28 Kojic,Lazar,Kojic,Defensive Midfielder,Panetolikos - Larissa,Match Day,Saturday,45,8:24:25PM,7:33:28PM,11/8/2025,75-90,7:41:39PM,7:49:18PM,11/8/2025,7.65,976.05,127.5,101.24,13.23,31.43,32.92,4,92.21,0.52,3.31,4,12,1.57,1.57,6.45,4,252.17,23,32.94,3.96,4.25,10.05,37.75,33.38,191,-0.01,75-90,75-90,Second Half,20250811|PANETOLIKOS|LARISSA,6,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
35 Mavrias,Charis,Mavrias,Full Back,Panetolikos - Larissa,Match Day,Saturday,45,7:53:30PM,6:00:50PM,11/8/2025,Entire Session,6:00:50PM,7:53:30PM,11/8/2025,112.66,10781.89,95.7,713.58,6.33,32.48,34.56,67,79.44,0.59,5.66,6.03,79,0.7,0.7,6.59,7.44,2034.43,221,18.06,45.72,46.61,82.4,281.18,340.28,209,-0.03,Entire Session,,,20250811|PANETOLIKOS|LARISSA,,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
35 Mavrias,Charis,Mavrias,Full Back,Panetolikos - Larissa,Match Day,Saturday,45,7:53:30PM,6:00:50PM,11/8/2025, 1st Half,6:00:53PM,6:47:17PM,11/8/2025,46.41,5266.95,113.48,414.96,8.94,32.48,34.56,35,91.47,0.75,4.92,6.03,43,0.93,0.93,6.57,7.44,1080.38,111,23.28,22.3,23.09,40.54,114.33,144.07,209,-0.02,1st Half,,,20250811|PANETOLIKOS|LARISSA,,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
35 Mavrias,Charis,Mavrias,Full Back,Panetolikos - Larissa,Match Day,Saturday,45,7:53:30PM,6:00:50PM,11/8/2025,15-Jan,6:00:53PM,6:16:28PM,11/8/2025,15.59,1872.31,120.14,214.09,13.74,32.48,34.56,8,96.19,0.51,4.78,6.03,19,1.22,1.22,6.41,7.44,461.61,45,29.62,8.26,8.64,14.88,30.46,43.28,178,-0.01,0-15,0-15,First Half,20250811|PANETOLIKOS|LARISSA,1,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
35 Mavrias,Charis,Mavrias,Full Back,Panetolikos - Larissa,Match Day,Saturday,45,7:53:30PM,6:00:50PM,11/8/2025,15-30 ,6:16:28PM,6:31:42PM,11/8/2025,15.24,1643.53,107.82,106.52,6.99,29.78,34.56,14,86.92,0.92,4.78,6.03,12,0.79,0.79,6.37,7.44,307.22,29,20.15,6.65,6.89,12.21,57.31,59.66,209,-0.05,15-30,15-30,First Half,20250811|PANETOLIKOS|LARISSA,2,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
35 Mavrias,Charis,Mavrias,Full Back,Panetolikos - Larissa,Match Day,Saturday,45,7:53:30PM,6:00:50PM,11/8/2025,30-45 ,6:30:45PM,6:46:16PM,11/8/2025,15.51,1761.87,113.57,94.35,6.08,29.06,34.56,14,91.35,0.9,4.92,6.03,12,0.77,0.77,6.57,7.44,318.68,38,20.54,7.47,7.6,13.55,27.05,41.61,173,-0.01,30-45,30-45,First Half,20250811|PANETOLIKOS|LARISSA,3,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
35 Mavrias,Charis,Mavrias,Full Back,Panetolikos - Larissa,Match Day,Saturday,45,7:53:30PM,6:00:50PM,11/8/2025,1st Half ET,6:46:16PM,6:47:17PM,11/8/2025,1.02,73.89,72.56,0,0,13.05,34.56,0,72.5,0,1.45,6.03,0,0,0,1.49,7.44,1.34,0,1.32,0.24,0.21,0.42,1.39,2.35,146,-0.07,1st Half ET,ET,ET,20250811|PANETOLIKOS|LARISSA,7,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
35 Mavrias,Charis,Mavrias,Full Back,Panetolikos - Larissa,Match Day,Saturday,45,7:53:30PM,6:00:50PM,11/8/2025,2nd half,7:01:58PM,7:53:16PM,11/8/2025,51.3,5346.7,104.22,298.62,5.82,30.07,34.56,30,85.6,0.58,5.66,6.03,32,0.62,0.62,6.59,7.44,947.33,110,18.47,22.44,22.37,40.17,154.86,177.47,198,-0.03,2nd Half,,,20250811|PANETOLIKOS|LARISSA,,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
35 Mavrias,Charis,Mavrias,Full Back,Panetolikos - Larissa,Match Day,Saturday,45,7:53:30PM,6:00:50PM,11/8/2025,45-60,7:02:02PM,7:17:03PM,11/8/2025,15.03,1690.6,112.49,99.26,6.6,30.07,34.56,12,91.6,0.8,5.66,6.03,12,0.8,0.8,6.59,7.44,303.59,33,20.2,7.39,7.05,13.17,33.98,43.95,188,-0.03,45-60,45-60,Second Half,20250811|PANETOLIKOS|LARISSA,4,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
35 Mavrias,Charis,Mavrias,Full Back,Panetolikos - Larissa,Match Day,Saturday,45,7:53:30PM,6:00:50PM,11/8/2025,60-75,7:17:03PM,7:32:18PM,11/8/2025,15.25,1724.38,113.09,129.39,8.49,26.01,34.56,10,88.59,0.66,4.32,6.03,6,0.39,0.39,4.57,7.44,340.75,37,22.35,7.19,7.33,12.93,41.24,51.21,187,-0.04,60-75,60-75,Second Half,20250811|PANETOLIKOS|LARISSA,5,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
35 Mavrias,Charis,Mavrias,Full Back,Panetolikos - Larissa,Match Day,Saturday,45,7:53:30PM,6:00:50PM,11/8/2025,75-90,7:30:40PM,7:49:05PM,11/8/2025,18.41,1631.32,88.59,74.94,4.07,26.71,34.56,7,76.25,0.38,5.46,6.03,10,0.54,0.54,4.93,7.44,251.55,32,13.66,6.48,6.55,11.72,64.89,69.86,198,-0.02,75-90,75-90,Second Half,20250811|PANETOLIKOS|LARISSA,6,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
35 Mavrias,Charis,Mavrias,Full Back,Panetolikos - Larissa,Match Day,Saturday,45,7:53:30PM,6:00:50PM,11/8/2025,2nd Half ET,7:49:05PM,7:53:30PM,11/8/2025,4.42,427.54,96.76,15.41,3.49,21.95,34.56,2,85.95,0.45,4.47,6.03,4,0.91,0.91,5.94,7.44,78.72,9,17.82,1.89,2,3.34,20.67,19.36,194,-0.07,2nd Half ET,ET,ET,20250811|PANETOLIKOS|LARISSA,7,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
49 Stajic,Nikola,Stajic,Central Defender,Panetolikos - Larissa,Match Day,Saturday,45,7:53:30PM,6:00:50PM,11/8/2025,Entire Session,6:00:50PM,7:53:30PM,11/8/2025,112.66,10272.86,91.18,266.36,2.36,27.78,34.34,72,78.37,0.64,9.45,6.25,82,0.73,0.73,7.34,9.14,1594.78,203,14.16,46.02,44,89.36,461.1,434.98,188,0.04,Entire Session,,,20250811|PANETOLIKOS|LARISSA,,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
49 Stajic,Nikola,Stajic,Central Defender,Panetolikos - Larissa,Match Day,Saturday,45,7:53:30PM,6:00:50PM,11/8/2025, 1st Half,6:00:53PM,6:47:17PM,11/8/2025,46.41,5170.69,111.41,96.55,2.08,27.78,34.34,37,95.06,0.8,5.1,6.25,38,0.82,0.82,5.64,9.14,786.85,106,16.95,22.88,22.01,45.69,244.04,212.66,188,0.04,1st Half,,,20250811|PANETOLIKOS|LARISSA,,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
49 Stajic,Nikola,Stajic,Central Defender,Panetolikos - Larissa,Match Day,Saturday,45,7:53:30PM,6:00:50PM,11/8/2025,15-Jan,6:00:53PM,6:16:28PM,11/8/2025,15.59,1885.29,120.97,27.02,1.73,23.1,34.34,8,99.9,0.51,4.82,6.25,12,0.77,0.77,4.8,9.14,299.48,43,19.22,8.66,8.23,17.38,84.27,72.42,186,0.06,0-15,0-15,First Half,20250811|PANETOLIKOS|LARISSA,1,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
49 Stajic,Nikola,Stajic,Central Defender,Panetolikos - Larissa,Match Day,Saturday,45,7:53:30PM,6:00:50PM,11/8/2025,15-30 ,6:16:28PM,6:31:42PM,11/8/2025,15.24,1680.48,110.24,36.38,2.39,25.65,34.34,15,93.36,0.98,5.1,6.25,11,0.72,0.72,5.64,9.14,258.76,34,16.98,7.29,6.96,14.44,81.71,70.33,188,0.05,15-30,15-30,First Half,20250811|PANETOLIKOS|LARISSA,2,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
49 Stajic,Nikola,Stajic,Central Defender,Panetolikos - Larissa,Match Day,Saturday,45,7:53:30PM,6:00:50PM,11/8/2025,30-45 ,6:30:45PM,6:46:16PM,11/8/2025,15.51,1637.71,105.57,35.36,2.28,27.78,34.34,15,93.31,0.97,5.1,6.25,15,0.97,0.97,4.78,9.14,241.53,30,15.57,7.23,7.08,14.45,78.28,69.97,187,0.02,30-45,30-45,First Half,20250811|PANETOLIKOS|LARISSA,3,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
49 Stajic,Nikola,Stajic,Central Defender,Panetolikos - Larissa,Match Day,Saturday,45,7:53:30PM,6:00:50PM,11/8/2025,1st Half ET,6:46:16PM,6:47:17PM,11/8/2025,1.02,67.21,66,0,0,7.41,34.34,0,60.04,0,0.98,6.25,0,0,0,1.35,9.14,0,0,0,0.15,0.16,0.29,2.55,3.39,164,1,1st Half ET,ET,ET,20250811|PANETOLIKOS|LARISSA,7,PANETOLIKOS,LARISSA,8/11/2025,20250811,PANETOLIKOS,LARISSA,PANETOLIKOS - LARISSA
